label,conductor,rank,torsion,cm,p,a_p,point_count,N_M
11.a1,11,0,Z/5Z,0,2,-2,5,0
11.a1,11,0,Z/5Z,0,3,-1,5,0
11.a1,11,0,Z/5Z,0,5,1,5,1
11.a1,11,0,Z/5Z,0,7,-2,10,0
11.a1,11,0,Z/5Z,0,13,4,10,0
11.a1,11,0,Z/5Z,0,17,-2,20,0
11.a1,11,0,Z/5Z,0,19,0,20,0
11.a1,11,0,Z/5Z,0,23,-1,25,0
11.a1,11,0,Z/5Z,0,29,0,30,0
11.a1,11,0,Z/5Z,0,31,7,25,0
11.a1,11,0,Z/5Z,0,37,3,35,0
11.a1,11,0,Z/5Z,0,41,-8,50,0
11.a1,11,0,Z/5Z,0,43,-6,50,0
11.a1,11,0,Z/5Z,0,47,8,40,0
11.a2,11,0,trivial,0,2,-2,5,0
11.a2,11,0,trivial,0,3,-1,5,0
11.a2,11,0,trivial,0,5,1,5,1
11.a2,11,0,trivial,0,7,-2,10,0
11.a2,11,0,trivial,0,13,4,10,0
11.a2,11,0,trivial,0,17,-2,20,0
11.a2,11,0,trivial,0,19,0,20,0
11.a2,11,0,trivial,0,23,-1,25,0
11.a2,11,0,trivial,0,29,0,30,0
11.a2,11,0,trivial,0,31,7,25,0
11.a2,11,0,trivial,0,37,3,35,0
11.a2,11,0,trivial,0,41,-8,50,0
11.a2,11,0,trivial,0,43,-6,50,0
11.a2,11,0,trivial,0,47,8,40,0
11.a3,11,0,trivial,0,2,-2,5,0
11.a3,11,0,trivial,0,3,-1,5,0
11.a3,11,0,trivial,0,5,1,5,1
11.a3,11,0,trivial,0,7,-2,10,0
11.a3,11,0,trivial,0,13,4,10,0
11.a3,11,0,trivial,0,17,-2,20,0
11.a3,11,0,trivial,0,19,0,20,0
11.a3,11,0,trivial,0,23,-1,25,0
11.a3,11,0,trivial,0,29,0,30,0
11.a3,11,0,trivial,0,31,7,25,0
11.a3,11,0,trivial,0,37,3,35,0
11.a3,11,0,trivial,0,41,-8,50,0
11.a3,11,0,trivial,0,43,-6,50,0
11.a3,11,0,trivial,0,47,8,40,0
14.a1,14,0,Z/6Z,0,3,-2,6,1
14.a1,14,0,Z/6Z,0,5,0,6,0
14.a1,14,0,Z/6Z,0,11,0,12,0
14.a1,14,0,Z/6Z,0,13,-4,18,0
14.a1,14,0,Z/6Z,0,17,6,12,0
14.a1,14,0,Z/6Z,0,19,2,18,0
14.a1,14,0,Z/6Z,0,23,0,24,0
14.a1,14,0,Z/6Z,0,29,-6,36,0
14.a1,14,0,Z/6Z,0,31,-4,36,0
14.a1,14,0,Z/6Z,0,37,2,36,0
14.a1,14,0,Z/6Z,0,41,6,36,0
14.a1,14,0,Z/6Z,0,43,8,36,0
14.a1,14,0,Z/6Z,0,47,-12,60,0
14.a2,14,0,Z/2Z,0,3,-2,6,1
14.a2,14,0,Z/2Z,0,5,0,6,0
14.a2,14,0,Z/2Z,0,11,0,12,0
14.a2,14,0,Z/2Z,0,13,-4,18,0
14.a2,14,0,Z/2Z,0,17,6,12,0
14.a2,14,0,Z/2Z,0,19,2,18,0
14.a2,14,0,Z/2Z,0,23,0,24,0
14.a2,14,0,Z/2Z,0,29,-6,36,0
14.a2,14,0,Z/2Z,0,31,-4,36,0
14.a2,14,0,Z/2Z,0,37,2,36,0
14.a2,14,0,Z/2Z,0,41,6,36,0
14.a2,14,0,Z/2Z,0,43,8,36,0
14.a2,14,0,Z/2Z,0,47,-12,60,0
14.a3,14,0,Z/2Z,0,3,-2,6,1
14.a3,14,0,Z/2Z,0,5,0,6,0
14.a3,14,0,Z/2Z,0,11,0,12,0
14.a3,14,0,Z/2Z,0,13,-4,18,0
14.a3,14,0,Z/2Z,0,17,6,12,0
14.a3,14,0,Z/2Z,0,19,2,18,0
14.a3,14,0,Z/2Z,0,23,0,24,0
14.a3,14,0,Z/2Z,0,29,-6,36,0
14.a3,14,0,Z/2Z,0,31,-4,36,0
14.a3,14,0,Z/2Z,0,37,2,36,0
14.a3,14,0,Z/2Z,0,41,6,36,0
14.a3,14,0,Z/2Z,0,43,8,36,0
14.a3,14,0,Z/2Z,0,47,-12,60,0
14.a4,14,0,Z/3Z,0,3,-2,6,1
14.a4,14,0,Z/3Z,0,5,0,6,0
14.a4,14,0,Z/3Z,0,11,0,12,0
14.a4,14,0,Z/3Z,0,13,-4,18,0
14.a4,14,0,Z/3Z,0,17,6,12,0
14.a4,14,0,Z/3Z,0,19,2,18,0
14.a4,14,0,Z/3Z,0,23,0,24,0
14.a4,14,0,Z/3Z,0,29,-6,36,0
14.a4,14,0,Z/3Z,0,31,-4,36,0
14.a4,14,0,Z/3Z,0,37,2,36,0
14.a4,14,0,Z/3Z,0,41,6,36,0
14.a4,14,0,Z/3Z,0,43,8,36,0
14.a4,14,0,Z/3Z,0,47,-12,60,0
15.a1,15,0,Z/2Z x Z/4Z,0,2,-1,4,2
15.a1,15,0,Z/2Z x Z/4Z,0,7,0,8,0
15.a1,15,0,Z/2Z x Z/4Z,0,11,-4,16,0
15.a1,15,0,Z/2Z x Z/4Z,0,13,-2,16,0
15.a1,15,0,Z/2Z x Z/4Z,0,17,2,16,0
15.a1,15,0,Z/2Z x Z/4Z,0,19,4,16,0
15.a1,15,0,Z/2Z x Z/4Z,0,23,0,24,0
15.a1,15,0,Z/2Z x Z/4Z,0,29,-2,32,0
15.a1,15,0,Z/2Z x Z/4Z,0,31,0,32,0
15.a1,15,0,Z/2Z x Z/4Z,0,37,-10,48,0
15.a1,15,0,Z/2Z x Z/4Z,0,41,10,32,0
15.a1,15,0,Z/2Z x Z/4Z,0,43,4,40,0
15.a1,15,0,Z/2Z x Z/4Z,0,47,8,40,0
15.a2,15,0,Z/2Z x Z/2Z,0,2,-1,4,2
15.a2,15,0,Z/2Z x Z/2Z,0,7,0,8,0
15.a2,15,0,Z/2Z x Z/2Z,0,11,-4,16,0
15.a2,15,0,Z/2Z x Z/2Z,0,13,-2,16,0
15.a2,15,0,Z/2Z x Z/2Z,0,17,2,16,0
15.a2,15,0,Z/2Z x Z/2Z,0,19,4,16,0
15.a2,15,0,Z/2Z x Z/2Z,0,23,0,24,0
15.a2,15,0,Z/2Z x Z/2Z,0,29,-2,32,0
15.a2,15,0,Z/2Z x Z/2Z,0,31,0,32,0
15.a2,15,0,Z/2Z x Z/2Z,0,37,-10,48,0
15.a2,15,0,Z/2Z x Z/2Z,0,41,10,32,0
15.a2,15,0,Z/2Z x Z/2Z,0,43,4,40,0
15.a2,15,0,Z/2Z x Z/2Z,0,47,8,40,0
15.a3,15,0,Z/4Z,0,2,-1,4,2
15.a3,15,0,Z/4Z,0,7,-4,12,0
15.a3,15,0,Z/4Z,0,11,-6,18,0
15.a3,15,0,Z/4Z,0,13,-6,20,0
15.a3,15,0,Z/4Z,0,17,-4,22,0
15.a3,15,0,Z/4Z,0,19,6,14,0
15.a3,15,0,Z/4Z,0,23,0,24,0
15.a3,15,0,Z/4Z,0,29,6,24,0
15.a3,15,0,Z/4Z,0,31,5,27,0
15.a3,15,0,Z/4Z,0,37,10,28,0
15.a3,15,0,Z/4Z,0,41,-6,48,0
15.a3,15,0,Z/4Z,0,43,10,34,0
15.a3,15,0,Z/4Z,0,47,6,42,0
15.a4,15,0,Z/2Z,0,2,-1,4,2
15.a4,15,0,Z/2Z,0,7,0,8,0
15.a4,15,0,Z/2Z,0,11,-4,16,0
15.a4,15,0,Z/2Z,0,13,-2,16,0
15.a4,15,0,Z/2Z,0,17,2,16,0
15.a4,15,0,Z/2Z,0,19,4,16,0
15.a4,15,0,Z/2Z,0,23,0,24,0
15.a4,15,0,Z/2Z,0,29,-2,32,0
15.a4,15,0,Z/2Z,0,31,0,32,0
15.a4,15,0,Z/2Z,0,37,-10,48,0
15.a4,15,0,Z/2Z,0,41,10,32,0
15.a4,15,0,Z/2Z,0,43,4,40,0
15.a4,15,0,Z/2Z,0,47,8,40,0
15.a5,15,0,Z/8Z,0,2,-1,4,2
15.a5,15,0,Z/8Z,0,7,0,8,0
15.a5,15,0,Z/8Z,0,11,-4,16,0
15.a5,15,0,Z/8Z,0,13,-2,16,0
15.a5,15,0,Z/8Z,0,17,2,16,0
15.a5,15,0,Z/8Z,0,19,4,16,0
15.a5,15,0,Z/8Z,0,23,0,24,0
15.a5,15,0,Z/8Z,0,29,-2,32,0
15.a5,15,0,Z/8Z,0,31,0,32,0
15.a5,15,0,Z/8Z,0,37,-10,48,0
15.a5,15,0,Z/8Z,0,41,10,32,0
15.a5,15,0,Z/8Z,0,43,4,40,0
15.a5,15,0,Z/8Z,0,47,8,40,0
17.a1,17,0,Z/4Z,0,2,-1,4,2
17.a1,17,0,Z/4Z,0,3,0,4,0
17.a1,17,0,Z/4Z,0,5,-2,8,0
17.a1,17,0,Z/4Z,0,7,4,4,0
17.a1,17,0,Z/4Z,0,11,0,12,0
17.a1,17,0,Z/4Z,0,13,-2,16,0
17.a1,17,0,Z/4Z,0,19,-4,24,0
17.a1,17,0,Z/4Z,0,23,4,20,0
17.a1,17,0,Z/4Z,0,29,6,24,0
17.a1,17,0,Z/4Z,0,31,4,28,0
17.a1,17,0,Z/4Z,0,37,-2,40,0
17.a1,17,0,Z/4Z,0,41,-6,48,0
17.a1,17,0,Z/4Z,0,43,4,40,0
17.a1,17,0,Z/4Z,0,47,0,48,0
17.a2,17,0,Z/2Z x Z/2Z,0,2,-1,4,2
17.a2,17,0,Z/2Z x Z/2Z,0,3,0,4,0
17.a2,17,0,Z/2Z x Z/2Z,0,5,-2,8,0
17.a2,17,0,Z/2Z x Z/2Z,0,7,4,4,0
17.a2,17,0,Z/2Z x Z/2Z,0,11,0,12,0
17.a2,17,0,Z/2Z x Z/2Z,0,13,-2,16,0
17.a2,17,0,Z/2Z x Z/2Z,0,19,-4,24,0
17.a2,17,0,Z/2Z x Z/2Z,0,23,4,20,0
17.a2,17,0,Z/2Z x Z/2Z,0,29,6,24,0
17.a2,17,0,Z/2Z x Z/2Z,0,31,4,28,0
17.a2,17,0,Z/2Z x Z/2Z,0,37,-2,40,0
17.a2,17,0,Z/2Z x Z/2Z,0,41,-6,48,0
17.a2,17,0,Z/2Z x Z/2Z,0,43,4,40,0
17.a2,17,0,Z/2Z x Z/2Z,0,47,0,48,0
17.a3,17,0,Z/2Z,0,2,-1,4,2
17.a3,17,0,Z/2Z,0,3,0,4,0
17.a3,17,0,Z/2Z,0,5,-2,8,0
17.a3,17,0,Z/2Z,0,7,4,4,0
17.a3,17,0,Z/2Z,0,11,0,12,0
17.a3,17,0,Z/2Z,0,13,-2,16,0
17.a3,17,0,Z/2Z,0,19,-4,24,0
17.a3,17,0,Z/2Z,0,23,4,20,0
17.a3,17,0,Z/2Z,0,29,6,24,0
17.a3,17,0,Z/2Z,0,31,4,28,0
17.a3,17,0,Z/2Z,0,37,-2,40,0
17.a3,17,0,Z/2Z,0,41,-6,48,0
17.a3,17,0,Z/2Z,0,43,4,40,0
17.a3,17,0,Z/2Z,0,47,0,48,0
17.a4,17,0,trivial,0,2,-1,4,2
17.a4,17,0,trivial,0,3,0,4,0
17.a4,17,0,trivial,0,5,-2,8,0
17.a4,17,0,trivial,0,7,4,4,0
17.a4,17,0,trivial,0,11,0,12,0
17.a4,17,0,trivial,0,13,-2,16,0
17.a4,17,0,trivial,0,19,-4,24,0
17.a4,17,0,trivial,0,23,4,20,0
17.a4,17,0,trivial,0,29,6,24,0
17.a4,17,0,trivial,0,31,4,28,0
17.a4,17,0,trivial,0,37,-2,40,0
17.a4,17,0,trivial,0,41,-6,48,0
17.a4,17,0,trivial,0,43,4,40,0
17.a4,17,0,trivial,0,47,0,48,0
19.a1,19,0,Z/3Z,0,2,0,3,0
19.a1,19,0,Z/3Z,0,3,-2,6,1
19.a1,19,0,Z/3Z,0,5,3,3,0
19.a1,19,0,Z/3Z,0,7,-1,9,0
19.a1,19,0,Z/3Z,0,11,3,9,0
19.a1,19,0,Z/3Z,0,13,-4,18,0
19.a1,19,0,Z/3Z,0,17,-3,21,0
19.a1,19,0,Z/3Z,0,23,0,24,0
19.a1,19,0,Z/3Z,0,29,6,24,0
19.a1,19,0,Z/3Z,0,31,-4,36,0
19.a1,19,0,Z/3Z,0,37,2,36,0
19.a1,19,0,Z/3Z,0,41,-6,48,0
19.a1,19,0,Z/3Z,0,43,-1,45,0
19.a1,19,0,Z/3Z,0,47,-3,51,0
19.a2,19,0,trivial,0,2,0,3,0
19.a2,19,0,trivial,0,3,-2,6,1
19.a2,19,0,trivial,0,5,3,3,0
19.a2,19,0,trivial,0,7,-1,9,0
19.a2,19,0,trivial,0,11,3,9,0
19.a2,19,0,trivial,0,13,-4,18,0
19.a2,19,0,trivial,0,17,-3,21,0
19.a2,19,0,trivial,0,23,0,24,0
19.a2,19,0,trivial,0,29,6,24,0
19.a2,19,0,trivial,0,31,-4,36,0
19.a2,19,0,trivial,0,37,2,36,0
19.a2,19,0,trivial,0,41,-6,48,0
19.a2,19,0,trivial,0,43,-1,45,0
19.a2,19,0,trivial,0,47,-3,51,0
19.a3,19,0,trivial,0,2,0,3,0
19.a3,19,0,trivial,0,3,-2,6,1
19.a3,19,0,trivial,0,5,3,3,0
19.a3,19,0,trivial,0,7,-1,9,0
19.a3,19,0,trivial,0,11,3,9,0
19.a3,19,0,trivial,0,13,-4,18,0
19.a3,19,0,trivial,0,17,-3,21,0
19.a3,19,0,trivial,0,23,0,24,0
19.a3,19,0,trivial,0,29,6,24,0
19.a3,19,0,trivial,0,31,-4,36,0
19.a3,19,0,trivial,0,37,2,36,0
19.a3,19,0,trivial,0,41,-6,48,0
19.a3,19,0,trivial,0,43,-1,45,0
19.a3,19,0,trivial,0,47,-3,51,0
20.a1,20,0,Z/6Z,0,3,-3,7,0
20.a1,20,0,Z/6Z,0,7,-2,10,0
20.a1,20,0,Z/6Z,0,11,-1,13,0
20.a1,20,0,Z/6Z,0,13,0,14,0
20.a1,20,0,Z/6Z,0,17,-6,24,0
20.a1,20,0,Z/6Z,0,19,4,16,0
20.a1,20,0,Z/6Z,0,23,1,23,1
20.a1,20,0,Z/6Z,0,29,-8,38,0
20.a1,20,0,Z/6Z,0,31,-7,39,0
20.a1,20,0,Z/6Z,0,37,-1,39,0
20.a1,20,0,Z/6Z,0,41,4,38,0
20.a1,20,0,Z/6Z,0,43,6,38,0
20.a1,20,0,Z/6Z,0,47,-8,56,0
20.a2,20,0,Z/2Z,0,3,3,1,0
20.a2,20,0,Z/2Z,0,7,2,6,0
20.a2,20,0,Z/2Z,0,11,1,11,1
20.a2,20,0,Z/2Z,0,13,0,14,0
20.a2,20,0,Z/2Z,0,17,-6,24,0
20.a2,20,0,Z/2Z,0,19,-4,24,0
20.a2,20,0,Z/2Z,0,23,-1,25,0
20.a2,20,0,Z/2Z,0,29,-8,38,0
20.a2,20,0,Z/2Z,0,31,7,25,0
20.a2,20,0,Z/2Z,0,37,-1,39,0
20.a2,20,0,Z/2Z,0,41,4,38,0
20.a2,20,0,Z/2Z,0,43,-6,50,0
20.a2,20,0,Z/2Z,0,47,8,40,0
21.a1,21,0,Z/2Z x Z/2Z,0,2,-1,4,2
21.a1,21,0,Z/2Z x Z/2Z,0,5,-2,8,0
21.a1,21,0,Z/2Z x Z/2Z,0,11,4,8,0
21.a1,21,0,Z/2Z x Z/2Z,0,13,-2,16,0
21.a1,21,0,Z/2Z x Z/2Z,0,17,-6,24,0
21.a1,21,0,Z/2Z x Z/2Z,0,19,4,16,0
21.a1,21,0,Z/2Z x Z/2Z,0,23,0,24,0
21.a1,21,0,Z/2Z x Z/2Z,0,29,-2,32,0
21.a1,21,0,Z/2Z x Z/2Z,0,31,0,32,0
21.a1,21,0,Z/2Z x Z/2Z,0,37,6,32,0
21.a1,21,0,Z/2Z x Z/2Z,0,41,2,40,0
21.a1,21,0,Z/2Z x Z/2Z,0,43,-4,48,0
21.a1,21,0,Z/2Z x Z/2Z,0,47,0,48,0
24.a1,24,0,Z/2Z x Z/4Z,0,5,-2,8,0
24.a1,24,0,Z/2Z x Z/4Z,0,7,0,8,0
24.a1,24,0,Z/2Z x Z/4Z,0,11,4,8,0
24.a1,24,0,Z/2Z x Z/4Z,0,13,-2,16,0
24.a1,24,0,Z/2Z x Z/4Z,0,17,2,16,0
24.a1,24,0,Z/2Z x Z/4Z,0,19,-4,24,0
24.a1,24,0,Z/2Z x Z/4Z,0,23,-8,32,0
24.a1,24,0,Z/2Z x Z/4Z,0,29,6,24,0
24.a1,24,0,Z/2Z x Z/4Z,0,31,8,24,0
24.a1,24,0,Z/2Z x Z/4Z,0,37,6,32,0
24.a1,24,0,Z/2Z x Z/4Z,0,41,-6,48,0
24.a1,24,0,Z/2Z x Z/4Z,0,43,4,40,0
24.a1,24,0,Z/2Z x Z/4Z,0,47,0,48,0
26.a1,26,0,Z/7Z,0,3,1,3,1
26.a1,26,0,Z/7Z,0,5,-3,9,0
26.a1,26,0,Z/7Z,0,7,-1,9,0
26.a1,26,0,Z/7Z,0,11,6,6,0
26.a1,26,0,Z/7Z,0,17,-3,21,0
26.a1,26,0,Z/7Z,0,19,2,18,0
26.a1,26,0,Z/7Z,0,23,0,24,0
26.a1,26,0,Z/7Z,0,29,6,24,0
26.a1,26,0,Z/7Z,0,31,-4,36,0
26.a1,26,0,Z/7Z,0,37,-7,45,0
26.a1,26,0,Z/7Z,0,41,0,42,0
26.a1,26,0,Z/7Z,0,43,-1,45,0
26.a1,26,0,Z/7Z,0,47,3,45,0
26.b1,26,1,trivial,0,3,-3,7,0
26.b1,26,1,trivial,0,5,-1,7,0
26.b1,26,1,trivial,0,7,1,7,1
26.b1,26,1,trivial,0,11,-2,14,0
26.b1,26,1,trivial,0,17,-3,21,0
26.b1,26,1,trivial,0,19,6,14,0
26.b1,26,1,trivial,0,23,-4,28,0
26.b1,26,1,trivial,0,29,2,28,0
26.b1,26,1,trivial,0,31,4,28,0
26.b1,26,1,trivial,0,37,3,35,0
26.b1,26,1,trivial,0,41,0,42,0
26.b1,26,1,trivial,0,43,-5,49,0
26.b1,26,1,trivial,0,47,13,35,0
27.a1,27,0,Z/3Z,-3,2,0,3,0
27.a1,27,0,Z/3Z,-3,5,0,6,0
27.a1,27,0,Z/3Z,-3,7,-1,9,0
27.a1,27,0,Z/3Z,-3,11,0,12,0
27.a1,27,0,Z/3Z,-3,13,5,9,0
27.a1,27,0,Z/3Z,-3,17,0,18,0
27.a1,27,0,Z/3Z,-3,19,-7,27,0
27.a1,27,0,Z/3Z,-3,23,0,24,0
27.a1,27,0,Z/3Z,-3,29,0,30,0
27.a1,27,0,Z/3Z,-3,31,-4,36,0
27.a1,27,0,Z/3Z,-3,37,11,27,0
27.a1,27,0,Z/3Z,-3,41,0,42,0
27.a1,27,0,Z/3Z,-3,43,8,36,0
27.a1,27,0,Z/3Z,-3,47,0,48,0
27.a2,27,0,Z/3Z,-3,2,0,3,0
27.a2,27,0,Z/3Z,-3,5,0,6,0
27.a2,27,0,Z/3Z,-3,7,-1,9,0
27.a2,27,0,Z/3Z,-3,11,0,12,0
27.a2,27,0,Z/3Z,-3,13,5,9,0
27.a2,27,0,Z/3Z,-3,17,0,18,0
27.a2,27,0,Z/3Z,-3,19,-7,27,0
27.a2,27,0,Z/3Z,-3,23,0,24,0
27.a2,27,0,Z/3Z,-3,29,0,30,0
27.a2,27,0,Z/3Z,-3,31,-4,36,0
27.a2,27,0,Z/3Z,-3,37,11,27,0
27.a2,27,0,Z/3Z,-3,41,0,42,0
27.a2,27,0,Z/3Z,-3,43,8,36,0
27.a2,27,0,Z/3Z,-3,47,0,48,0
30.a1,30,0,Z/6Z,0,7,-4,12,0
30.a1,30,0,Z/6Z,0,11,0,12,0
30.a1,30,0,Z/6Z,0,13,2,12,0
30.a1,30,0,Z/6Z,0,17,6,12,0
30.a1,30,0,Z/6Z,0,19,-4,24,0
30.a1,30,0,Z/6Z,0,23,0,24,0
30.a1,30,0,Z/6Z,0,29,-6,36,0
30.a1,30,0,Z/6Z,0,31,8,24,0
30.a1,30,0,Z/6Z,0,37,2,36,0
30.a1,30,0,Z/6Z,0,41,-6,48,0
30.a1,30,0,Z/6Z,0,43,-4,48,0
30.a1,30,0,Z/6Z,0,47,0,48,0
32.a1,32,0,Z/4Z,-4,3,0,4,0
32.a1,32,0,Z/4Z,-4,5,-2,8,0
32.a1,32,0,Z/4Z,-4,7,0,8,0
32.a1,32,0,Z/4Z,-4,11,0,12,0
32.a1,32,0,Z/4Z,-4,13,6,8,0
32.a1,32,0,Z/4Z,-4,17,2,16,0
32.a1,32,0,Z/4Z,-4,19,0,20,0
32.a1,32,0,Z/4Z,-4,23,0,24,0
32.a1,32,0,Z/4Z,-4,29,-10,40,0
32.a1,32,0,Z/4Z,-4,31,0,32,0
32.a1,32,0,Z/4Z,-4,37,-2,40,0
32.a1,32,0,Z/4Z,-4,41,10,32,0
32.a1,32,0,Z/4Z,-4,43,0,44,0
32.a1,32,0,Z/4Z,-4,47,0,48,0
32.a2,32,0,Z/2Z x Z/2Z,-4,3,0,4,0
32.a2,32,0,Z/2Z x Z/2Z,-4,5,2,4,0
32.a2,32,0,Z/2Z x Z/2Z,-4,7,0,8,0
32.a2,32,0,Z/2Z x Z/2Z,-4,11,0,12,0
32.a2,32,0,Z/2Z x Z/2Z,-4,13,-6,20,0
32.a2,32,0,Z/2Z x Z/2Z,-4,17,2,16,0
32.a2,32,0,Z/2Z x Z/2Z,-4,19,0,20,0
32.a2,32,0,Z/2Z x Z/2Z,-4,23,0,24,0
32.a2,32,0,Z/2Z x Z/2Z,-4,29,10,20,0
32.a2,32,0,Z/2Z x Z/2Z,-4,31,0,32,0
32.a2,32,0,Z/2Z x Z/2Z,-4,37,2,36,0
32.a2,32,0,Z/2Z x Z/2Z,-4,41,10,32,0
32.a2,32,0,Z/2Z x Z/2Z,-4,43,0,44,0
32.a2,32,0,Z/2Z x Z/2Z,-4,47,0,48,0
33.a1,33,0,trivial,0,2,1,2,1
33.a1,33,0,trivial,0,5,3,3,0
33.a1,33,0,trivial,0,7,5,3,0
33.a1,33,0,trivial,0,13,-2,16,0
33.a1,33,0,trivial,0,17,3,15,0
33.a1,33,0,trivial,0,19,7,13,0
33.a1,33,0,trivial,0,23,-8,32,0
33.a1,33,0,trivial,0,29,3,27,0
33.a1,33,0,trivial,0,31,8,24,0
33.a1,33,0,trivial,0,37,2,36,0
33.a1,33,0,trivial,0,41,-5,47,0
33.a1,33,0,trivial,0,43,-10,54,0
33.a1,33,0,trivial,0,47,2,46,0
35.a1,35,0,Z/3Z,0,2,0,3,0
35.a1,35,0,Z/3Z,0,3,1,3,1
35.a1,35,0,Z/3Z,0,11,-3,15,0
35.a1,35,0,Z/3Z,0,13,5,9,0
35.a1,35,0,Z/3Z,0,17,3,15,0
35.a1,35,0,Z/3Z,0,19,2,18,0
35.a1,35,0,Z/3Z,0,23,-6,30,0
35.a1,35,0,Z/3Z,0,29,3,27,0
35.a1,35,0,Z/3Z,0,31,-4,36,0
35.a1,35,0,Z/3Z,0,37,2,36,0
35.a1,35,0,Z/3Z,0,41,-12,54,0
35.a1,35,0,Z/3Z,0,43,-10,54,0
35.a1,35,0,Z/3Z,0,47,9,39,0
36.a1,36,0,Z/6Z,-3,5,0,6,0
36.a1,36,0,Z/6Z,-3,7,-4,12,0
36.a1,36,0,Z/6Z,-3,11,0,12,0
36.a1,36,0,Z/6Z,-3,13,2,12,0
36.a1,36,0,Z/6Z,-3,17,0,18,0
36.a1,36,0,Z/6Z,-3,19,8,12,0
36.a1,36,0,Z/6Z,-3,23,0,24,0
36.a1,36,0,Z/6Z,-3,29,0,30,0
36.a1,36,0,Z/6Z,-3,31,-4,36,0
36.a1,36,0,Z/6Z,-3,37,-10,48,0
36.a1,36,0,Z/6Z,-3,41,0,42,0
36.a1,36,0,Z/6Z,-3,43,8,36,0
36.a1,36,0,Z/6Z,-3,47,0,48,0
37.a1,37,1,trivial,0,2,-2,5,0
37.a1,37,1,trivial,0,3,-3,7,0
37.a1,37,1,trivial,0,5,-2,8,0
37.a1,37,1,trivial,0,7,-1,9,0
37.a1,37,1,trivial,0,11,-5,17,0
37.a1,37,1,trivial,0,13,-2,16,0
37.a1,37,1,trivial,0,17,0,18,0
37.a1,37,1,trivial,0,19,0,20,0
37.a1,37,1,trivial,0,23,2,22,0
37.a1,37,1,trivial,0,29,6,24,0
37.a1,37,1,trivial,0,31,-4,36,0
37.a1,37,1,trivial,0,41,-9,51,0
37.a1,37,1,trivial,0,43,2,42,0
37.a1,37,1,trivial,0,47,-9,57,0
37.b1,37,0,Z/3Z,0,2,-2,5,0
37.b1,37,0,Z/3Z,0,3,-2,6,1
37.b1,37,0,Z/3Z,0,5,-4,10,1
37.b1,37,0,Z/3Z,0,7,0,8,0
37.b1,37,0,Z/3Z,0,11,3,9,0
37.b1,37,0,Z/3Z,0,13,-5,19,0
37.b1,37,0,Z/3Z,0,17,-3,21,0
37.b1,37,0,Z/3Z,0,19,-2,22,0
37.b1,37,0,Z/3Z,0,23,-1,25,0
37.b1,37,0,Z/3Z,0,29,-6,36,0
37.b1,37,0,Z/3Z,0,31,-1,33,0
37.b1,37,0,Z/3Z,0,41,5,37,0
37.b1,37,0,Z/3Z,0,43,-1,45,0
37.b1,37,0,Z/3Z,0,47,4,44,0
37.b2,37,0,trivial,0,2,-2,5,0
37.b2,37,0,trivial,0,3,1,3,1
37.b2,37,0,trivial,0,5,1,5,1
37.b2,37,0,trivial,0,7,5,3,0
37.b2,37,0,trivial,0,11,-2,14,0
37.b2,37,0,trivial,0,13,-5,19,0
37.b2,37,0,trivial,0,17,-4,22,0
37.b2,37,0,trivial,0,19,-7,27,0
37.b2,37,0,trivial,0,23,5,19,0
37.b2,37,0,trivial,0,29,-1,31,0
37.b2,37,0,trivial,0,31,-8,40,0
37.b2,37,0,trivial,0,41,8,34,0
37.b2,37,0,trivial,0,43,-8,52,0
37.b2,37,0,trivial,0,47,-3,51,0
38.a1,38,0,Z/6Z,0,3,-1,5,0
38.a1,38,0,Z/6Z,0,5,-4,10,1
38.a1,38,0,Z/6Z,0,7,3,5,0
38.a1,38,0,Z/6Z,0,11,2,10,0
38.a1,38,0,Z/6Z,0,13,-1,15,0
38.a1,38,0,Z/6Z,0,17,3,15,0
38.a1,38,0,Z/6Z,0,23,-1,25,0
38.a1,38,0,Z/6Z,0,29,-5,35,0
38.a1,38,0,Z/6Z,0,31,-8,40,0
38.a1,38,0,Z/6Z,0,37,-2,40,0
38.a1,38,0,Z/6Z,0,41,-8,50,0
38.a1,38,0,Z/6Z,0,43,4,40,0
38.a1,38,0,Z/6Z,0,47,8,40,0
38.b1,38,0,Z/6Z,0,3,0,4,0
38.b1,38,0,Z/6Z,0,5,1,5,1
38.b1,38,0,Z/6Z,0,7,-3,11,0
38.b1,38,0,Z/6Z,0,11,3,9,0
38.b1,38,0,Z/6Z,0,13,-5,19,0
38.b1,38,0,Z/6Z,0,17,-6,24,0
38.b1,38,0,Z/6Z,0,23,-8,32,0
38.b1,38,0,Z/6Z,0,29,9,21,0
38.b1,38,0,Z/6Z,0,31,-4,36,0
38.b1,38,0,Z/6Z,0,37,-6,44,0
38.b1,38,0,Z/6Z,0,41,-8,50,0
38.b1,38,0,Z/6Z,0,43,-1,45,0
38.b1,38,0,Z/6Z,0,47,-1,49,0
39.a1,39,0,trivial,0,2,1,2,1
39.a1,39,0,trivial,0,5,2,4,0
39.a1,39,0,trivial,0,7,-4,12,0
39.a1,39,0,trivial,0,11,4,8,0
39.a1,39,0,trivial,0,17,2,16,0
39.a1,39,0,trivial,0,19,0,20,0
39.a1,39,0,trivial,0,23,0,24,0
39.a1,39,0,trivial,0,29,-10,40,0
39.a1,39,0,trivial,0,31,4,28,0
