label,conductor,rank,torsion,cm,p,a_p,point_count,N_M
sw.-13.-10,97408,-1,unknown,0,23,-7,31,0
sw.-13.-10,97408,-1,unknown,0,29,6,24,0
sw.-13.-10,97408,-1,unknown,0,31,-4,36,0
sw.-13.-10,97408,-1,unknown,0,37,2,36,0
sw.-13.-10,97408,-1,unknown,0,41,-3,45,0
sw.-13.-10,97408,-1,unknown,0,43,-4,48,0
sw.-13.-10,97408,-1,unknown,0,47,-7,55,0
sw.-13.-9,105616,-1,unknown,0,3,0,4,0
sw.-13.-9,105616,-1,unknown,0,5,-1,7,0
sw.-13.-9,105616,-1,unknown,0,11,-3,15,0
sw.-13.-9,105616,-1,unknown,0,13,-7,21,0
sw.-13.-9,105616,-1,unknown,0,17,0,18,0
sw.-13.-9,105616,-1,unknown,0,19,-2,22,0
sw.-13.-9,105616,-1,unknown,0,29,8,22,0
sw.-13.-9,105616,-1,unknown,0,31,-4,36,0
sw.-13.-9,105616,-1,unknown,0,37,-8,46,0
sw.-13.-9,105616,-1,unknown,0,43,0,44,0
sw.-13.-9,105616,-1,unknown,0,47,-3,51,0
sw.-13.-8,112960,-1,unknown,0,3,-3,7,0
sw.-13.-8,112960,-1,unknown,0,7,-3,11,0
sw.-13.-8,112960,-1,unknown,0,11,1,11,1
sw.-13.-8,112960,-1,unknown,0,13,-2,16,0
sw.-13.-8,112960,-1,unknown,0,17,0,18,0
sw.-13.-8,112960,-1,unknown,0,19,-1,21,0
sw.-13.-8,112960,-1,unknown,0,23,-2,26,0
sw.-13.-8,112960,-1,unknown,0,29,1,29,1
sw.-13.-8,112960,-1,unknown,0,31,-6,38,0
sw.-13.-8,112960,-1,unknown,0,37,-7,45,0
sw.-13.-8,112960,-1,unknown,0,41,5,37,0
sw.-13.-8,112960,-1,unknown,0,43,-12,56,0
sw.-13.-8,112960,-1,unknown,0,47,-8,56,0
sw.-13.-7,119440,-1,unknown,0,3,3,1,0
sw.-13.-7,119440,-1,unknown,0,7,0,8,0
sw.-13.-7,119440,-1,unknown,0,11,-6,18,0
sw.-13.-7,119440,-1,unknown,0,13,7,7,0
sw.-13.-7,119440,-1,unknown,0,17,1,17,1
sw.-13.-7,119440,-1,unknown,0,19,-4,24,0
sw.-13.-7,119440,-1,unknown,0,23,1,23,1
sw.-13.-7,119440,-1,unknown,0,29,-8,38,0
sw.-13.-7,119440,-1,unknown,0,31,5,27,0
sw.-13.-7,119440,-1,unknown,0,37,-2,40,0
sw.-13.-7,119440,-1,unknown,0,41,0,42,0
sw.-13.-7,119440,-1,unknown,0,43,4,40,0
sw.-13.-7,119440,-1,unknown,0,47,-12,60,0
sw.-13.-6,125056,-1,unknown,0,3,0,4,0
sw.-13.-6,125056,-1,unknown,0,5,-1,7,0
sw.-13.-6,125056,-1,unknown,0,7,3,5,0
sw.-13.-6,125056,-1,unknown,0,11,-2,14,0
sw.-13.-6,125056,-1,unknown,0,13,7,7,0
sw.-13.-6,125056,-1,unknown,0,17,3,15,0
sw.-13.-6,125056,-1,unknown,0,19,-1,21,0
sw.-13.-6,125056,-1,unknown,0,23,-4,28,0
sw.-13.-6,125056,-1,unknown,0,29,-6,36,0
sw.-13.-6,125056,-1,unknown,0,31,9,23,0
sw.-13.-6,125056,-1,unknown,0,37,7,31,0
sw.-13.-6,125056,-1,unknown,0,41,8,34,0
sw.-13.-6,125056,-1,unknown,0,43,2,42,0
sw.-13.-6,125056,-1,unknown,0,47,-7,55,0
sw.-13.-5,129808,-1,unknown,0,3,-3,7,0
sw.-13.-5,129808,-1,unknown,0,5,4,2,0
sw.-13.-5,129808,-1,unknown,0,11,2,10,0
sw.-13.-5,129808,-1,unknown,0,13,-2,16,0
sw.-13.-5,129808,-1,unknown,0,17,6,12,0
sw.-13.-5,129808,-1,unknown,0,23,-6,30,0
sw.-13.-5,129808,-1,unknown,0,29,-3,33,0
sw.-13.-5,129808,-1,unknown,0,31,-2,34,0
sw.-13.-5,129808,-1,unknown,0,37,7,31,0
sw.-13.-5,129808,-1,unknown,0,41,9,33,0
sw.-13.-5,129808,-1,unknown,0,43,10,34,0
sw.-13.-5,129808,-1,unknown,0,47,-2,50,0
sw.-13.-4,133696,-1,unknown,0,3,3,1,0
sw.-13.-4,133696,-1,unknown,0,5,-1,7,0
sw.-13.-4,133696,-1,unknown,0,7,2,6,0
sw.-13.-4,133696,-1,unknown,0,11,6,6,0
sw.-13.-4,133696,-1,unknown,0,13,-7,21,0
sw.-13.-4,133696,-1,unknown,0,17,-7,25,0
sw.-13.-4,133696,-1,unknown,0,19,6,14,0
sw.-13.-4,133696,-1,unknown,0,23,6,18,0
sw.-13.-4,133696,-1,unknown,0,29,-3,33,0
sw.-13.-4,133696,-1,unknown,0,31,-8,40,0
sw.-13.-4,133696,-1,unknown,0,37,4,34,0
sw.-13.-4,133696,-1,unknown,0,41,1,41,1
sw.-13.-4,133696,-1,unknown,0,43,5,39,0
sw.-13.-4,133696,-1,unknown,0,47,1,47,1
sw.-13.-3,136720,-1,unknown,0,3,0,4,0
sw.-13.-3,136720,-1,unknown,0,7,-2,10,0
sw.-13.-3,136720,-1,unknown,0,11,-1,13,0
sw.-13.-3,136720,-1,unknown,0,13,5,9,0
sw.-13.-3,136720,-1,unknown,0,17,-2,20,0
sw.-13.-3,136720,-1,unknown,0,19,-8,28,0
sw.-13.-3,136720,-1,unknown,0,23,-3,27,0
sw.-13.-3,136720,-1,unknown,0,29,-4,34,0
sw.-13.-3,136720,-1,unknown,0,31,-7,39,0
sw.-13.-3,136720,-1,unknown,0,37,-4,42,0
sw.-13.-3,136720,-1,unknown,0,41,2,40,0
sw.-13.-3,136720,-1,unknown,0,43,1,43,1
sw.-13.-3,136720,-1,unknown,0,47,4,44,0
sw.-13.-2,138880,-1,unknown,0,3,-3,7,0
sw.-13.-2,138880,-1,unknown,0,11,3,9,0
sw.-13.-2,138880,-1,unknown,0,13,-5,19,0
sw.-13.-2,138880,-1,unknown,0,17,4,14,0
sw.-13.-2,138880,-1,unknown,0,19,5,15,0
sw.-13.-2,138880,-1,unknown,0,23,1,23,1
sw.-13.-2,138880,-1,unknown,0,29,2,28,0
sw.-13.-2,138880,-1,unknown,0,37,-2,40,0
sw.-13.-2,138880,-1,unknown,0,41,-8,50,0
sw.-13.-2,138880,-1,unknown,0,43,-8,52,0
sw.-13.-2,138880,-1,unknown,0,47,11,37,0
sw.-13.-1,140176,-1,unknown,0,3,3,1,0
sw.-13.-1,140176,-1,unknown,0,5,-1,7,0
sw.-13.-1,140176,-1,unknown,0,7,-3,11,0
sw.-13.-1,140176,-1,unknown,0,11,-4,16,0
sw.-13.-1,140176,-1,unknown,0,13,2,12,0
sw.-13.-1,140176,-1,unknown,0,17,-6,24,0
sw.-13.-1,140176,-1,unknown,0,19,-2,22,0
sw.-13.-1,140176,-1,unknown,0,23,6,18,0
sw.-13.-1,140176,-1,unknown,0,29,0,30,0
sw.-13.-1,140176,-1,unknown,0,31,-1,33,0
sw.-13.-1,140176,-1,unknown,0,37,8,30,0
sw.-13.-1,140176,-1,unknown,0,41,0,42,0
sw.-13.-1,140176,-1,unknown,0,43,-6,50,0
sw.-13.-1,140176,-1,unknown,0,47,8,40,0
sw.-13.0,140608,-1,unknown,0,3,0,4,0
sw.-13.0,140608,-1,unknown,0,5,4,2,0
sw.-13.0,140608,-1,unknown,0,7,0,8,0
sw.-13.0,140608,-1,unknown,0,11,0,12,0
sw.-13.0,140608,-1,unknown,0,17,2,16,0
sw.-13.0,140608,-1,unknown,0,19,0,20,0
sw.-13.0,140608,-1,unknown,0,23,0,24,0
sw.-13.0,140608,-1,unknown,0,29,10,20,0
sw.-13.0,140608,-1,unknown,0,31,0,32,0
sw.-13.0,140608,-1,unknown,0,37,-12,50,0
sw.-13.0,140608,-1,unknown,0,41,8,34,0
sw.-13.0,140608,-1,unknown,0,43,0,44,0
sw.-13.0,140608,-1,unknown,0,47,0,48,0
sw.-13.1,140176,-1,unknown,0,3,-3,7,0
sw.-13.1,140176,-1,unknown,0,5,-1,7,0
sw.-13.1,140176,-1,unknown,0,7,3,5,0
sw.-13.1,140176,-1,unknown,0,11,4,8,0
sw.-13.1,140176,-1,unknown,0,13,2,12,0
sw.-13.1,140176,-1,unknown,0,17,-6,24,0
sw.-13.1,140176,-1,unknown,0,19,2,18,0
sw.-13.1,140176,-1,unknown,0,23,-6,30,0
sw.-13.1,140176,-1,unknown,0,29,0,30,0
sw.-13.1,140176,-1,unknown,0,31,1,31,1
sw.-13.1,140176,-1,unknown,0,37,8,30,0
sw.-13.1,140176,-1,unknown,0,41,0,42,0
sw.-13.1,140176,-1,unknown,0,43,6,38,0
sw.-13.1,140176,-1,unknown,0,47,-8,56,0
sw.-13.2,138880,-1,unknown,0,3,3,1,0
sw.-13.2,138880,-1,unknown,0,11,-3,15,0
sw.-13.2,138880,-1,unknown,0,13,-5,19,0
sw.-13.2,138880,-1,unknown,0,17,4,14,0
sw.-13.2,138880,-1,unknown,0,19,-5,25,0
sw.-13.2,138880,-1,unknown,0,23,-1,25,0
sw.-13.2,138880,-1,unknown,0,29,2,28,0
sw.-13.2,138880,-1,unknown,0,37,-2,40,0
sw.-13.2,138880,-1,unknown,0,41,-8,50,0
sw.-13.2,138880,-1,unknown,0,43,8,36,0
sw.-13.2,138880,-1,unknown,0,47,-11,59,0
sw.-13.3,136720,-1,unknown,0,3,0,4,0
sw.-13.3,136720,-1,unknown,0,7,2,6,0
sw.-13.3,136720,-1,unknown,0,11,1,11,1
sw.-13.3,136720,-1,unknown,0,13,5,9,0
sw.-13.3,136720,-1,unknown,0,17,-2,20,0
sw.-13.3,136720,-1,unknown,0,19,8,12,0
sw.-13.3,136720,-1,unknown,0,23,3,21,0
sw.-13.3,136720,-1,unknown,0,29,-4,34,0
sw.-13.3,136720,-1,unknown,0,31,7,25,0
sw.-13.3,136720,-1,unknown,0,37,-4,42,0
sw.-13.3,136720,-1,unknown,0,41,2,40,0
sw.-13.3,136720,-1,unknown,0,43,-1,45,0
sw.-13.3,136720,-1,unknown,0,47,-4,52,0
sw.-13.4,133696,-1,unknown,0,3,-3,7,0
sw.-13.4,133696,-1,unknown,0,5,-1,7,0
sw.-13.4,133696,-1,unknown,0,7,-2,10,0
sw.-13.4,133696,-1,unknown,0,11,-6,18,0
sw.-13.4,133696,-1,unknown,0,13,-7,21,0
sw.-13.4,133696,-1,unknown,0,17,-7,25,0
sw.-13.4,133696,-1,unknown,0,19,-6,26,0
sw.-13.4,133696,-1,unknown,0,23,-6,30,0
sw.-13.4,133696,-1,unknown,0,29,-3,33,0
sw.-13.4,133696,-1,unknown,0,31,8,24,0
sw.-13.4,133696,-1,unknown,0,37,4,34,0
sw.-13.4,133696,-1,unknown,0,41,1,41,1
sw.-13.4,133696,-1,unknown,0,43,-5,49,0
sw.-13.4,133696,-1,unknown,0,47,-1,49,0
sw.-13.5,129808,-1,unknown,0,3,3,1,0
sw.-13.5,129808,-1,unknown,0,5,4,2,0
sw.-13.5,129808,-1,unknown,0,11,-2,14,0
sw.-13.5,129808,-1,unknown,0,13,-2,16,0
sw.-13.5,129808,-1,unknown,0,17,6,12,0
sw.-13.5,129808,-1,unknown,0,23,6,18,0
sw.-13.5,129808,-1,unknown,0,29,-3,33,0
sw.-13.5,129808,-1,unknown,0,31,2,30,0
sw.-13.5,129808,-1,unknown,0,37,7,31,0
sw.-13.5,129808,-1,unknown,0,41,9,33,0
sw.-13.5,129808,-1,unknown,0,43,-10,54,0
sw.-13.5,129808,-1,unknown,0,47,2,46,0
sw.-13.6,125056,-1,unknown,0,3,0,4,0
sw.-13.6,125056,-1,unknown,0,5,-1,7,0
sw.-13.6,125056,-1,unknown,0,7,-3,11,0
sw.-13.6,125056,-1,unknown,0,11,2,10,0
sw.-13.6,125056,-1,unknown,0,13,7,7,0
sw.-13.6,125056,-1,unknown,0,17,3,15,0
sw.-13.6,125056,-1,unknown,0,19,1,19,1
sw.-13.6,125056,-1,unknown,0,23,4,20,0
sw.-13.6,125056,-1,unknown,0,29,-6,36,0
sw.-13.6,125056,-1,unknown,0,31,-9,41,0
sw.-13.6,125056,-1,unknown,0,37,7,31,0
sw.-13.6,125056,-1,unknown,0,41,8,34,0
sw.-13.6,125056,-1,unknown,0,43,-2,46,0
sw.-13.6,125056,-1,unknown,0,47,7,41,0
sw.-13.7,119440,-1,unknown,0,3,-3,7,0
sw.-13.7,119440,-1,unknown,0,7,0,8,0
sw.-13.7,119440,-1,unknown,0,11,6,6,0
sw.-13.7,119440,-1,unknown,0,13,7,7,0
sw.-13.7,119440,-1,unknown,0,17,1,17,1
sw.-13.7,119440,-1,unknown,0,19,4,16,0
sw.-13.7,119440,-1,unknown,0,23,-1,25,0
sw.-13.7,119440,-1,unknown,0,29,-8,38,0
sw.-13.7,119440,-1,unknown,0,31,-5,37,0
sw.-13.7,119440,-1,unknown,0,37,-2,40,0
sw.-13.7,119440,-1,unknown,0,41,0,42,0
sw.-13.7,119440,-1,unknown,0,43,-4,48,0
sw.-13.7,119440,-1,unknown,0,47,12,36,0
sw.-13.8,112960,-1,unknown,0,3,3,1,0
sw.-13.8,112960,-1,unknown,0,7,3,5,0
sw.-13.8,112960,-1,unknown,0,11,-1,13,0
sw.-13.8,112960,-1,unknown,0,13,-2,16,0
sw.-13.8,112960,-1,unknown,0,17,0,18,0
sw.-13.8,112960,-1,unknown,0,19,1,19,1
sw.-13.8,112960,-1,unknown,0,23,2,22,0
sw.-13.8,112960,-1,unknown,0,29,1,29,1
sw.-13.8,112960,-1,unknown,0,31,6,26,0
sw.-13.8,112960,-1,unknown,0,37,-7,45,0
sw.-13.8,112960,-1,unknown,0,41,5,37,0
sw.-13.8,112960,-1,unknown,0,43,12,32,0
sw.-13.8,112960,-1,unknown,0,47,8,40,0
sw.-13.9,105616,-1,unknown,0,3,0,4,0
sw.-13.9,105616,-1,unknown,0,5,-1,7,0
sw.-13.9,105616,-1,unknown,0,11,3,9,0
sw.-13.9,105616,-1,unknown,0,13,-7,21,0
sw.-13.9,105616,-1,unknown,0,17,0,18,0
sw.-13.9,105616,-1,unknown,0,19,2,18,0
sw.-13.9,105616,-1,unknown,0,29,8,22,0
sw.-13.9,105616,-1,unknown,0,31,4,28,0
sw.-13.9,105616,-1,unknown,0,37,-8,46,0
sw.-13.9,105616,-1,unknown,0,43,0,44,0
sw.-13.9,105616,-1,unknown,0,47,3,45,0
sw.-13.10,97408,-1,unknown,0,3,-3,7,0
sw.-13.10,97408,-1,unknown,0,5,4,2,0
sw.-13.10,97408,-1,unknown,0,7,2,6,0
sw.-13.10,97408,-1,unknown,0,11,-4,16,0
sw.-13.10,97408,-1,unknown,0,13,5,9,0
sw.-13.10,97408,-1,unknown,0,17,1,17,1
sw.-13.10,97408,-1,unknown,0,19,-2,22,0
sw.-13.10,97408,-1,unknown,0,23,7,17,0
sw.-13.10,97408,-1,unknown,0,29,6,24,0
sw.-13.10,97408,-1,unknown,0,31,4,28,0
sw.-13.10,97408,-1,unknown,0,37,2,36,0
sw.-13.10,97408,-1,unknown,0,41,-3,45,0
sw.-13.10,97408,-1,unknown,0,43,4,40,0
sw.-13.10,97408,-1,unknown,0,47,7,41,0
sw.-13.11,88336,-1,unknown,0,3,3,1,0
sw.-13.11,88336,-1,unknown,0,5,-1,7,0
sw.-13.11,88336,-1,unknown,0,7,-2,10,0
sw.-13.11,88336,-1,unknown,0,11,0,12,0
sw.-13.11,88336,-1,unknown,0,13,-5,19,0
sw.-13.11,88336,-1,unknown,0,17,3,15,0
sw.-13.11,88336,-1,unknown,0,19,-1,21,0
sw.-13.11,88336,-1,unknown,0,23,8,16,0
sw.-13.11,88336,-1,unknown,0,29,-6,36,0
sw.-13.11,88336,-1,unknown,0,31,10,22,0
sw.-13.11,88336,-1,unknown,0,37,-2,40,0
sw.-13.11,88336,-1,unknown,0,41,-6,48,0
sw.-13.11,88336,-1,unknown,0,43,-5,49,0
sw.-13.11,88336,-1,unknown,0,47,6,42,0
sw.-13.12,78400,-1,unknown,0,3,0,4,0
sw.-13.12,78400,-1,unknown,0,11,4,8,0
sw.-13.12,78400,-1,unknown,0,13,2,12,0
sw.-13.12,78400,-1,unknown,0,17,6,12,0
sw.-13.12,78400,-1,unknown,0,19,-4,24,0
sw.-13.12,78400,-1,unknown,0,23,-8,32,0
sw.-13.12,78400,-1,unknown,0,29,6,24,0
sw.-13.12,78400,-1,unknown,0,31,0,32,0
sw.-13.12,78400,-1,unknown,0,37,10,28,0
sw.-13.12,78400,-1,unknown,0,41,10,32,0
sw.-13.12,78400,-1,unknown,0,43,12,32,0
sw.-13.12,78400,-1,unknown,0,47,0,48,0
sw.-13.13,67600,-1,unknown,0,3,-3,7,0
sw.-13.13,67600,-1,unknown,0,7,-3,11,0
sw.-13.13,67600,-1,unknown,0,11,-3,15,0
sw.-13.13,67600,-1,unknown,0,17,-7,25,0
sw.-13.13,67600,-1,unknown,0,19,-1,21,0
sw.-13.13,67600,-1,unknown,0,23,-7,31,0
sw.-13.13,67600,-1,unknown,0,29,-5,35,0
sw.-13.13,67600,-1,unknown,0,31,4,28,0
sw.-13.13,67600,-1,unknown,0,37,3,35,0
sw.-13.13,67600,-1,unknown,0,41,-7,49,0
sw.-13.13,67600,-1,unknown,0,43,-9,53,0
sw.-13.13,67600,-1,unknown,0,47,-8,56,0
sw.-13.14,55936,-1,unknown,0,3,3,1,0
sw.-13.14,55936,-1,unknown,0,5,-1,7,0
sw.-13.14,55936,-1,unknown,0,7,0,8,0
sw.-13.14,55936,-1,unknown,0,11,1,11,1
sw.-13.14,55936,-1,unknown,0,13,2,12,0
sw.-13.14,55936,-1,unknown,0,17,-2,20,0
sw.-13.14,55936,-1,unknown,0,29,7,23,0
sw.-13.14,55936,-1,unknown,0,31,-4,36,0
sw.-13.14,55936,-1,unknown,0,37,-6,44,0
sw.-13.14,55936,-1,unknown,0,41,-10,52,0
sw.-13.14,55936,-1,unknown,0,43,-1,45,0
sw.-13.14,55936,-1,unknown,0,47,3,45,0
sw.-13.15,43408,-1,unknown,0,3,0,4,0
sw.-13.15,43408,-1,unknown,0,5,4,2,0
sw.-13.15,43408,-1,unknown,0,7,3,5,0
sw.-13.15,43408,-1,unknown,0,11,-6,18,0
sw.-13.15,43408,-1,unknown,0,13,-5,19,0
sw.-13.15,43408,-1,unknown,0,17,4,14,0
sw.-13.15,43408,-1,unknown,0,19,6,14,0
sw.-13.15,43408,-1,unknown,0,23,-2,26,0
sw.-13.15,43408,-1,unknown,0,29,7,23,0
sw.-13.15,43408,-1,unknown,0,31,3,29,0
sw.-13.15,43408,-1,unknown,0,37,-1,39,0
sw.-13.15,43408,-1,unknown,0,41,12,30,0
sw.-13.15,43408,-1,unknown,0,43,-1,45,0
sw.-13.15,43408,-1,unknown,0,47,0,48,0
sw.-13.16,30016,-1,unknown,0,3,-3,7,0
sw.-13.16,30016,-1,unknown,0,5,-1,7,0
sw.-13.16,30016,-1,unknown,0,11,-2,14,0
sw.-13.16,30016,-1,unknown,0,13,5,9,0
sw.-13.16,30016,-1,unknown,0,17,-6,24,0
sw.-13.16,30016,-1,unknown,0,19,-8,28,0
sw.-13.16,30016,-1,unknown,0,23,1,23,1
sw.-13.16,30016,-1,unknown,0,29,-5,35,0
sw.-13.16,30016,-1,unknown,0,31,-3,35,0
sw.-13.16,30016,-1,unknown,0,37,-5,43,0
sw.-13.16,30016,-1,unknown,0,41,3,39,0
sw.-13.16,30016,-1,unknown,0,43,-8,52,0
sw.-13.16,30016,-1,unknown,0,47,0,48,0
sw.-13.17,15760,-1,unknown,0,3,3,1,0
sw.-13.17,15760,-1,unknown,0,7,2,6,0
sw.-13.17,15760,-1,unknown,0,11,2,10,0
sw.-13.17,15760,-1,unknown,0,13,-7,21,0
sw.-13.17,15760,-1,unknown,0,17,2,16,0
sw.-13.17,15760,-1,unknown,0,19,5,15,0
sw.-13.17,15760,-1,unknown,0,23,-4,28,0
sw.-13.17,15760,-1,unknown,0,29,6,24,0
sw.-13.17,15760,-1,unknown,0,31,4,28,0
sw.-13.17,15760,-1,unknown,0,37,8,30,0
sw.-13.17,15760,-1,unknown,0,41,-5,47,0
sw.-13.17,15760,-1,unknown,0,43,6,38,0
sw.-13.17,15760,-1,unknown,0,47,2,46,0
sw.-13.18,640,-1,unknown,0,3,0,4,0
sw.-13.18,640,-1,unknown,0,7,-2,10,0
sw.-13.18,640,-1,unknown,0,11,6,6,0
sw.-13.18,640,-1,unknown,0,13,-2,16,0
sw.-13.18,640,-1,unknown,0,17,-6,24,0
sw.-13.18,640,-1,unknown,0,19,-2,22,0
sw.-13.18,640,-1,unknown,0,23,-6,30,0
sw.-13.18,640,-1,unknown,0,29,-6,36,0
sw.-13.18,640,-1,unknown,0,31,-4,36,0
sw.-13.18,640,-1,unknown,0,37,-6,44,0
sw.-13.18,640,-1,unknown,0,41,-2,44,0
sw.-13.18,640,-1,unknown,0,43,4,40,0
sw.-13.18,640,-1,unknown,0,47,10,38,0
sw.-13.19,15344,-1,unknown,0,3,-3,7,0
sw.-13.19,15344,-1,unknown,0,5,-1,7,0
sw.-13.19,15344,-1,unknown,0,11,-1,13,0
sw.-13.19,15344,-1,unknown,0,13,7,7,0
sw.-13.19,15344,-1,unknown,0,17,4,14,0
sw.-13.19,15344,-1,unknown,0,19,0,20,0
sw.-13.19,15344,-1,unknown,0,23,6,18,0
sw.-13.19,15344,-1,unknown,0,29,6,24,0
sw.-13.19,15344,-1,unknown,0,31,0,32,0
sw.-13.19,15344,-1,unknown,0,37,-6,44,0
sw.-13.19,15344,-1,unknown,0,41,-6,48,0
sw.-13.19,15344,-1,unknown,0,43,-2,46,0
sw.-13.19,15344,-1,unknown,0,47,-13,61,0
sw.-13.20,32192,-1,unknown,0,3,3,1,0
sw.-13.20,32192,-1,unknown,0,5,4,2,0
sw.-13.20,32192,-1,unknown,0,7,-3,11,0
sw.-13.20,32192,-1,unknown,0,11,3,9,0
sw.-13.20,32192,-1,unknown,0,13,7,7,0
sw.-13.20,32192,-1,unknown,0,17,-2,20,0
sw.-13.20,32192,-1,unknown,0,19,2,18,0
sw.-13.20,32192,-1,unknown,0,23,-3,27,0
sw.-13.20,32192,-1,unknown,0,29,8,22,0
sw.-13.20,32192,-1,unknown,0,31,-10,42,0
sw.-13.20,32192,-1,unknown,0,37,8,30,0
sw.-13.20,32192,-1,unknown,0,41,-6,48,0
sw.-13.20,32192,-1,unknown,0,43,11,33,0
sw.-13.20,32192,-1,unknown,0,47,3,45,0
sw.-12.-20,62208,-1,unknown,0,5,-4,10,1
sw.-12.-20,62208,-1,unknown,0,7,3,5,0
sw.-12.-20,62208,-1,unknown,0,11,4,8,0
sw.-12.-20,62208,-1,unknown,0,13,1,13,1
sw.-12.-20,62208,-1,unknown,0,17,4,14,0
sw.-12.-20,62208,-1,unknown,0,19,1,19,1
sw.-12.-20,62208,-1,unknown,0,23,4,20,0
sw.-12.-20,62208,-1,unknown,0,29,0,30,0
sw.-12.-20,62208,-1,unknown,0,31,4,28,0
sw.-12.-20,62208,-1,unknown,0,37,-9,47,0
sw.-12.-20,62208,-1,unknown,0,41,0,42,0
sw.-12.-20,62208,-1,unknown,0,43,8,36,0
sw.-12.-20,62208,-1,unknown,0,47,-12,60,0
sw.-12.-19,45360,-1,unknown,0,11,-5,17,0
sw.-12.-19,45360,-1,unknown,0,13,1,13,1
sw.-12.-19,45360,-1,unknown,0,17,3,15,0
sw.-12.-19,45360,-1,unknown,0,19,0,20,0
sw.-12.-19,45360,-1,unknown,0,23,2,22,0
sw.-12.-19,45360,-1,unknown,0,29,2,28,0
sw.-12.-19,45360,-1,unknown,0,31,4,28,0
sw.-12.-19,45360,-1,unknown,0,37,-10,48,0
sw.-12.-19,45360,-1,unknown,0,41,2,40,0
sw.-12.-19,45360,-1,unknown,0,43,-4,48,0
sw.-12.-19,45360,-1,unknown,0,47,-1,49,0
sw.-12.-18,29376,-1,unknown,0,5,1,5,1
sw.-12.-18,29376,-1,unknown,0,7,2,6,0
sw.-12.-18,29376,-1,unknown,0,11,-3,15,0
sw.-12.-18,29376,-1,unknown,0,13,5,9,0
sw.-12.-18,29376,-1,unknown,0,19,-1,21,0
sw.-12.-18,29376,-1,unknown,0,23,7,17,0
sw.-12.-18,29376,-1,unknown,0,29,-6,36,0
sw.-12.-18,29376,-1,unknown,0,31,-4,36,0
sw.-12.-18,29376,-1,unknown,0,37,-10,48,0
sw.-12.-18,29376,-1,unknown,0,41,9,33,0
sw.-12.-18,29376,-1,unknown,0,43,1,43,1
sw.-12.-18,29376,-1,unknown,0,47,12,36,0
sw.-12.-17,14256,-1,unknown,0,5,1,5,1
sw.-12.-17,14256,-1,unknown,0,7,-2,10,0
sw.-12.-17,14256,-1,unknown,0,13,0,14,0
sw.-12.-17,14256,-1,unknown,0,17,-8,26,0
sw.-12.-17,14256,-1,unknown,0,19,8,12,0
sw.-12.-17,14256,-1,unknown,0,23,-8,32,0
sw.-12.-17,14256,-1,unknown,0,29,-6,36,0
sw.-12.-17,14256,-1,unknown,0,31,9,23,0
sw.-12.-17,14256,-1,unknown,0,37,-9,47,0
sw.-12.-17,14256,-1,unknown,0,41,0,42,0
sw.-12.-17,14256,-1,unknown,0,43,-4,48,0
sw.-12.-17,14256,-1,unknown,0,47,3,45,0
sw.-12.-15,13392,-1,unknown,0,5,-4,10,1
sw.-12.-15,13392,-1,unknown,0,7,-3,11,0
sw.-12.-15,13392,-1,unknown,0,11,3,9,0
sw.-12.-15,13392,-1,unknown,0,13,2,12,0
sw.-12.-15,13392,-1,unknown,0,17,3,15,0
sw.-12.-15,13392,-1,unknown,0,19,1,19,1
sw.-12.-15,13392,-1,unknown,0,23,1,23,1
sw.-12.-15,13392,-1,unknown,0,29,-5,35,0
sw.-12.-15,13392,-1,unknown,0,37,4,34,0
sw.-12.-15,13392,-1,unknown,0,41,-6,48,0
sw.-12.-15,13392,-1,unknown,0,43,8,36,0
sw.-12.-15,13392,-1,unknown,0,47,-4,52,0
sw.-12.-14,25920,-1,unknown,0,7,0,8,0
sw.-12.-14,25920,-1,unknown,0,11,5,7,0
sw.-12.-14,25920,-1,unknown,0,13,-4,18,0
sw.-12.-14,25920,-1,unknown,0,17,4,14,0
sw.-12.-14,25920,-1,unknown,0,19,5,15,0
sw.-12.-14,25920,-1,unknown,0,23,-6,30,0
sw.-12.-14,25920,-1,unknown,0,29,-5,35,0
sw.-12.-14,25920,-1,unknown,0,31,-9,41,0
sw.-12.-14,25920,-1,unknown,0,37,10,28,0
sw.-12.-14,25920,-1,unknown,0,41,-7,49,0
sw.-12.-14,25920,-1,unknown,0,43,2,42,0
sw.-12.-14,25920,-1,unknown,0,47,-2,50,0
sw.-12.-13,37584,-1,unknown,0,5,1,5,1
sw.-12.-13,37584,-1,unknown,0,7,3,5,0
sw.-12.-13,37584,-1,unknown,0,11,-4,16,0
sw.-12.-13,37584,-1,unknown,0,13,-6,20,0
sw.-12.-13,37584,-1,unknown,0,17,2,16,0
sw.-12.-13,37584,-1,unknown,0,19,2,18,0
sw.-12.-13,37584,-1,unknown,0,23,-3,27,0
sw.-12.-13,37584,-1,unknown,0,31,4,28,0
sw.-12.-13,37584,-1,unknown,0,37,6,32,0
sw.-12.-13,37584,-1,unknown,0,41,12,30,0
sw.-12.-13,37584,-1,unknown,0,43,-6,50,0
sw.-12.-13,37584,-1,unknown,0,47,4,44,0
sw.-12.-12,48384,-1,unknown,0,5,1,5,1
sw.-12.-12,48384,-1,unknown,0,11,-2,14,0
sw.-12.-12,48384,-1,unknown,0,13,-4,18,0
sw.-12.-12,48384,-1,unknown,0,17,-3,21,0
sw.-12.-12,48384,-1,unknown,0,19,2,18,0
sw.-12.-12,48384,-1,unknown,0,23,6,18,0
